0	36
50	36
100	36
150	36
200	36
250	36
300	36
350	36
400	36
450	36
500	36
550	36
600	36
650	36
700	36
750	36
800	36
850	36
900	36
950	35
1000	35
1050	35
1100	35
1150	34
1200	34
1250	34
1300	33
1350	33
1400	33
1450	33
1500	33
1550	32
1600	32
1650	32
1700	32
1750	32
1800	33
1850	33
1900	32
1950	32
2000	32
2050	32
2100	32
2150	32
2200	32
2250	32
2300	32
2350	32
2400	32
2450	32
2500	32
2550	32
2600	33
2650	32
2700	32
2750	33
2800	32
2850	32
2900	32
2950	32
3000	33
3050	33
3100	32
3150	32
3200	32
3250	32
3300	32
3350	33
3400	32
3450	33
3500	33
3550	33
3600	33
3650	33
3700	33
3750	32
3800	33
3850	33
3900	33
3950	32
4000	33
4050	33
4100	33
4150	33
4200	33
4250	33
4300	33
4350	33
4400	33
4450	33
4500	33
4550	33
4600	33
4650	33
4700	33
4750	32
4800	33
4850	33
4900	33
4950	33
5000	33
5050	33
5100	33
5150	32
5200	32
5250	32
5300	32
5350	33
5400	33
5450	33
5500	33
5550	33
5600	33
5650	33
5700	33
5750	33
5800	33
5850	33
5900	33
5950	33
6000	33
6050	33
6100	33
6150	33
6200	32
6250	33
6300	33
6350	33
6400	32
6450	32
6500	32
6550	32
6600	33
6650	32
6700	32
6750	32
6800	32
6850	32
6900	32
6950	32
7000	32
7050	32
7100	32
7150	32
7200	32
7250	32
7300	32
7350	32
7400	32
7450	32
7500	32
7550	32
7600	32
7650	32
7700	32
7750	32
7800	32
7850	32
7900	32
7950	32
8000	32
8050	32
8100	32
8150	32
8200	32
8250	32
8300	32
8350	32
8400	32
8450	32
8500	32
8550	32
8600	32
8650	32
8700	32
8750	32
8800	32
8850	32
8900	32
8950	32
9000	32
9050	32
9100	32
9150	32
9200	32
9250	32
9300	32
9350	32
9400	32
9450	32
9500	32
9550	32
9600	32
9650	32
9700	32
9750	32
9800	32
9850	32
9900	32
9950	32
10000	32
10050	32
10100	32
10150	32
10200	32
10250	32
10300	32
10350	32
10400	32
10450	32
10500	32
10550	32
10600	32
10650	32
10700	32
10750	32
10800	32
10850	32
10900	32
10950	32
11000	32
11050	32
11100	32
11150	32
11200	31
11250	32
11300	32
11350	32
11400	32
11450	32
11500	32
11550	32
11600	32
11650	32
11700	32
11750	32
11800	32
11850	32
11900	32
11950	32
12000	32
12050	32
12100	32
12150	32
12200	32
12250	32
12300	32
12350	32
12400	32
12450	32
12500	32
12550	32
12600	32
12650	32
12700	33
12750	33
12800	32
12850	33
12900	33
12950	33
13000	33
13050	33
13100	33
13150	33
13200	33
13250	33
13300	33
13350	33
13400	33
13450	33
13500	33
13550	33
13600	33
13650	33
13700	33
13750	33
13800	33
13850	33
13900	33
13950	33
14000	33
14050	33
14100	33
14150	33
14200	33
14250	33
14300	33
14350	33
14400	33
14450	33
14500	33
14550	33
14600	33
14650	33
14700	33
14750	33
14800	33
14850	32
14900	33
14950	33
15000	33
15050	33
15100	33
15150	33
15200	33
15250	33
15300	33
15350	33
15400	33
15450	33
15500	33
15550	33
15600	33
15650	33
15700	33
15750	33
15800	33
15850	33
15900	33
15950	33
16000	33
16050	33
16100	33
16150	33
16200	33
16250	33
16300	33
16350	33
16400	33
16450	33
16500	33
16550	33
16600	33
16650	33
16700	33
16750	33
16800	33
16850	33
16900	33
16950	33
17000	33
17050	33
17100	33
17150	33
17200	33
17250	33
17300	33
17350	33
17400	33
17450	33
17500	33
17550	33
17600	33
17650	33
17700	33
17750	33
17800	33
17850	33
17900	33
17950	33
18000	33
18050	33
18100	33
18150	33
18200	33
18250	33
18300	33
18350	33
18400	33
18450	33
18500	33
18550	33
18600	33
18650	33
18700	33
18750	33
18800	33
18850	33
18900	33
18950	32
19000	33
19050	33
19100	33
19150	32
19200	32
19250	32
19300	33
19350	33
19400	33
19450	33
19500	33
19550	33
19600	33
19650	32
19700	32
19750	32
19800	33
19850	33
19900	32
19950	32
20000	32
20050	32
20100	32
20150	33
20200	33
20250	32
20300	32
20350	33
20400	33
20450	33
20500	33
20550	33
20600	33
20650	33
20700	33
20750	33
20800	32
20850	32
20900	32
20950	32
21000	33
21050	32
21100	32
21150	32
21200	32
21250	33
21300	33
21350	33
21400	32
21450	32
21500	33
21550	33
21600	33
21650	33
21700	33
21750	33
21800	33
21850	33
21900	33
21950	33
22000	33
22050	33
22100	33
22150	33
22200	32
22250	32
22300	32
22350	32
22400	32
22450	32
22500	33
22550	33
22600	33
22650	33
22700	33
22750	33
22800	33
22850	32
22900	33
22950	33
23000	32
23050	32
23100	32
23150	32
23200	33
23250	33
23300	33
23350	33
23400	33
23450	33
23500	32
23550	32
23600	32
23650	32
23700	32
23750	32
23800	32
23850	32
23900	33
23950	32
24000	32
24050	32
24100	33
24150	33
24200	33
24250	32
24300	32
24350	32
24400	33
24450	32
24500	33
24550	33
24600	33
24650	33
24700	33
24750	32
24800	32
24850	33
24900	33
24950	33
25000	33
25050	33
25100	33
25150	33
25200	33
25250	33
25300	33
25350	33
25400	33
25450	33
25500	33
25550	33
25600	33
25650	34
25700	34
25750	34
25800	33
25850	33
25900	33
25950	33
26000	33
26050	33
26100	33
26150	33
26200	33
26250	33
26300	33
26350	33
26400	33
26450	33
26500	33
26550	33
26600	33
26650	33
26700	33
26750	33
26800	33
26850	34
26900	33
26950	34
27000	34
27050	34
27100	34
27150	34
27200	34
27250	34
27300	34
27350	34
27400	34
27450	34
27500	34
27550	34
27600	34
27650	34
27700	34
27750	34
27800	34
27850	34
27900	34
27950	34
28000	34
28050	34
28100	34
28150	34
28200	34
28250	34
28300	34
28350	34
28400	34
28450	34
28500	34
28550	34
28600	34
28650	34
28700	34
28750	34
28800	34
28850	34
28900	34
28950	34
29000	34
29050	34
29100	34
29150	34
29200	34
29250	34
29300	34
29350	34
29400	34
29450	34
29500	34
29550	34
29600	34
29650	34
29700	34
29750	34
29800	34
29850	34
29900	34
29950	34
30000	34
30050	33
30100	34
30150	34
30200	34
30250	34
30300	34
30350	34
30400	34
30450	33
30500	33
30550	33
30600	33
30650	33
30700	33
30750	33
30800	33
30850	33
30900	33
30950	33
31000	33
31050	33
31100	33
31150	32
31200	33
31250	33
31300	33
31350	33
31400	33
31450	33
31500	33
31550	33
31600	33
31650	33
31700	33
31750	34
31800	34
31850	33
31900	34
31950	34
32000	34
32050	34
32100	34
32150	34
32200	34
32250	35
32300	35
32350	36
32400	36
32450	36
32500	37
32550	37
32600	37
32650	37
32700	37
32750	37
32800	37
32850	37
32900	37
32950	37
33000	37
33050	37
33100	37
33150	37
33200	37
33250	37
33300	37
33350	37
33400	37
33450	37
33500	37
33550	37
33600	37
33650	37
33700	37
33750	36
33800	36
33850	36
33900	36
33950	36
34000	35
34050	35
34100	34
34150	34
34200	34
34250	34
34300	33
34350	33
34400	33
34450	33
34500	33
34550	33
34600	33
34650	33
34700	33
34750	33
34800	33
34850	33
34900	33
34950	33
35000	33
35050	33
35100	33
35150	33
35200	33
35250	33
35300	33
35350	33
35400	33
35450	33
35500	33
35550	33
35600	33
35650	33
35700	33
35750	33
35800	33
35850	33
35900	33
35950	33
36000	33
36050	33
36100	33
36150	33
36200	33
36250	33
36300	33
36350	33
36400	34
36450	34
36500	34
36550	34
36600	33
36650	33
36700	33
36750	33
36800	33
36850	33
36900	33
36950	33
37000	33
37050	33
37100	33
37150	33
37200	33
37250	34
37300	34
37350	33
37400	33
37450	33
37500	33
37550	33
37600	33
37650	33
37700	33
37750	33
37800	33
37850	33
37900	33
37950	33
38000	33
38050	33
38100	33
38150	33
38200	33
38250	33
38300	33
38350	33
38400	33
38450	33
38500	33
38550	33
38600	33
38650	33
38700	33
38750	33
38800	33
38850	33
38900	33
38950	33
39000	33
39050	33
39100	33
39150	33
39200	33
39250	33
39300	33
39350	33
39400	33
39450	33
39500	33
39550	33
39600	33
39650	33
39700	33
39750	33
39800	33
39850	33
39900	33
39950	33
40000	33
40050	33
40100	33
40150	33
40200	33
40250	32
40300	33
40350	33
40400	32
40450	33
40500	33
40550	33
40600	33
40650	33
40700	33
40750	33
40800	33
40850	33
40900	33
40950	33
41000	33
41050	33
41100	33
41150	33
41200	33
41250	33
41300	33
41350	32
41400	32
41450	32
41500	33
41550	33
41600	32
41650	33
41700	33
41750	33
41800	32
41850	32
41900	32
41950	32
42000	32
42050	32
42100	32
42150	32
42200	32
42250	32
42300	32
42350	32
42400	33
42450	32
42500	33
42550	32
42600	32
42650	32
42700	32
42750	32
42800	32
42850	32
42900	32
42950	32
43000	32
43050	32
43100	32
43150	33
43200	32
43250	32
43300	32
43350	32
43400	33
43450	32
43500	32
43550	32
43600	32
43650	32
43700	32
43750	32
43800	32
43850	32
43900	32
43950	32
44000	32
44050	32
44100	32
44150	32
44200	32
44250	32
44300	32
44350	32
44400	32
44450	32
44500	32
44550	32
44600	32
44650	32
44700	32
44750	32
44800	32
44850	32
44900	32
44950	32
45000	32
45050	32
45100	32
45150	32
45200	32
45250	32
45300	32
45350	32
45400	32
45450	32
45500	32
45550	33
45600	33
45650	33
45700	33
45750	33
45800	33
45850	33
45900	33
45950	33
46000	33
46050	33
46100	33
46150	33
46200	33
46250	33
46300	33
